Site,Adult.Seedling,Elevation.code,Species,Individual.code,Lat.DD,Long.DD,Collection.date,Collection.day,Elevation,Soil.temp.1,Soil.temp.2,Soil.temp.3,Soil.temp.mean,Soil.temp.SD,Soil.mois.1,Soil.mois.2,Soil.mois.3,Soil.mois.mean,Soil.mois.SD,No.leaves,No.cot,Height.cm,Height.mm,Width.mm,Stem.volume.mm3,Stem.volume.cm3,Stem.thick.per.height,L.time,L.temp,L.light,QPSII,D.time,D.temp,D.light,D.FvFm,Canopy.open.per,LAI.4.ring,SPAD.1,SPAD.2,SPAD.3,SPAD.mean,SPAD.SD,Leaf.thick.1.mm,Leaf.thick.2.mm,Leaf.thick.3.mm,Leaf.thick.mean.mm,Leaf.thick.SD,Leaf.mass.fresh.g,Leaf.mass.FAA.g,Leaf.mass.dry.g,Leaf.area,Comp.Y.N.,Comp.seed.same.sp,Comp.seed.diff.sp,Comp.seed.total,Comp.adult.total,Comp.adult.metric,Comp.adult.log.metric,Height.leaf.ratio
TU8,Seedling,Middle,AV,256,-13.07055556,-71.556,02/08/2015,11,1885,18.3,18.9,18.8,18.66666667,0.321455,9.4,17.9,17.4,14.9,4.769696007,8,1,51,510,3.627,5269.327219,5.269327219,0.071117647,15:02:00,21.4,11,0.606031128,15:52:00,20.6,0,0.721804511,5.28,3.62,40.2,34.9,38.9,38,2.762245463,0.394,0.374,0.423,0.397,0.02463737,NA,0.128,NA,4.047,Y,3,20,23,6,34.76397304,1.541129404,0.156862745
TU8,Seedling,Bottom,SP,231,-13.07063889,-71.55652778,01/08/2015,10,1891,17.1,16.9,16.8,16.93333333,0.152753,4.4,1.1,8,4.5,3.451086785,5,0,12,120,1.603,242.1799427,0.242179943,0.133583333,11:43:00,18.1,11,0.637382075,13:11:00,20.4,0,0.715302491,6.26,3.49,29,29.8,29.2,29.33333333,0.4163332,0.175,0.17,0.152,0.165666667,0.012096832,0.062,0.058,0.012,8.162,N,NA,NA,NA,NA,NA,NA,0.416666667
TU8,Seedling,Middle,AV,257,-13.07063889,-71.55613889,02/08/2015,11,1894,18,18.3,18.9,18.4,0.458258,8.6,19.8,3.5,10.63333333,8.338065323,6,0,14,140,0.803,70.90045261,0.070900453,0.057357143,15:16:00,21.1,12,0.781292985,15:42:00,23.3,0,0.797935904,7.78,3.91,34.3,34.8,34.6,34.56666667,0.251661148,0.269,0.297,0.273,0.279666667,0.015143756,0.304,0.373,0.052,96.583,Y,0,30,30,3,21.2068345,1.326475847,0.428571429
TU8,Seedling,Middle,AV,259,-13.07063889,-71.55613889,02/08/2015,11,1894,19.1,19,18.5,18.86666667,0.321455,12.6,9.3,11.8,11.23333333,1.721433511,4,0,68,680,5.958,18958.31748,18.95831748,0.087617647,16:01:00,21.5,11,0.746541229,16:23:00,19.1,0,0.768463074,5.28,3.62,30.8,33.7,31.6,32.03333333,1.497776129,0.443,0.446,0.426,0.438333333,0.010785793,0.8,0.758,0.223,35.25,N,NA,NA,NA,NA,NA,NA,0.058823529
TU8,Seedling,Middle,AV,260,-13.07063889,-71.55613889,02/08/2015,11,1894,19.2,18,18.9,18.7,0.6245,13.1,8.2,5.5,8.933333333,3.852704678,2,0,24,240,2.212,922.2982155,0.922298216,0.092166667,16:05:00,21.3,1,0.764220183,16:26:00,19.9,0,0.817769131,5.44,3.7,29.9,31,33.5,31.46666667,1.844812547,0.352,0.363,0.339,0.351333333,0.012013881,0.323,0.413,0.065,35.25,N,NA,NA,NA,NA,NA,NA,0.083333333
TU8,Seedling,Middle,AV,258,-13.07063889,-71.55613889,02/08/2015,11,1894,18.3,18.4,18.5,18.4,0.1,12.7,11,7.4,10.36666667,2.706165799,25,0,13,130,6.613,42933.56382,42.93356382,0.508692308,16:00:00,20.3,11,0.772954925,16:21:00,20.5,0,0.664044424,5.44,3.7,33.7,34.7,35.2,34.53333333,0.763762616,0.342,0.363,0.345,0.35,0.011357817,0.681,0.78,0.117,43.893,N,NA,NA,NA,NA,NA,NA,1.923076923
TU7,Seedling,Middle,SP,125,-13.07413889,-71.55952778,30/07/2015,8,2010,17.2,16.6,16.2,16.66666667,0.503322,17.5,9.9,16.4,14.6,4.107310556,17,0,49,490,5.296,10793.98759,10.79398759,0.108081633,12:01:00,21.7,14,0.760309278,15:23:00,20.5,0,0.804034582,7.31,2.78,29.2,30.6,29.8,29.86666667,0.702376917,0.25,0.252,0.245,0.249,0.003605551,0.384,0.455,NA,37.222,N,NA,NA,NA,NA,NA,NA,0.346938776
TU7,Seedling,Top,AV,46,-13.07444444,-71.55986111,26/07/2015,4,2011,15.2,15.3,15.2,15.23333333,0.057735,41,17.4,48.5,35.63333333,16.22970528,7,0,5,50,0.528,10.94782208,0.010947822,0.1056,12:51:00,18.9,30,0.46031746,15:10:00,18.2,0,0.730442177,13.33,2.07,26,27.9,29.4,27.76666667,1.703917056,0.388,0.366,0.384,0.379333333,0.011718931,NA,0.071,0.01,3.247,N,NA,NA,NA,NA,NA,NA,1.4
TU7,Seedling,Middle,SP,136,-13.07405556,-71.55947222,30/07/2015,8,2012,15.7,15.7,15.5,15.63333333,0.11547,8.5,3.7,6.8,6.333333333,2.433789912,13,1,42,420,4.373,6308.093566,6.308093566,0.104119048,11:49:00,22.3,39,0.649756776,16:07:00,18.9,0,0.847935549,5.05,3.71,35.9,29.5,36.4,33.93333333,3.847510017,0.226,0.223,0.223,0.224,0.001732051,0.195,0.239,NA,22.654,Y,0,31,31,2,13.8,1.139879086,0.30952381
TU7,Seedling,Middle,CT,141,-13.074,-71.55947222,30/07/2015,8,2012,15.7,17.4,17.2,16.76666667,0.929157,17.8,29.2,20.1,22.36666667,6.028543218,13,0,32,320,3.469,3024.464278,3.024464278,0.10840625,09:59:00,23.4,112,0.294209703,11:45:00,22.3,0,0.745426032,6.17,3.22,30.9,32.6,47.6,37.03333333,9.190393535,0.571,0.543,0.566,0.56,0.014933185,0.221,0.232,NA,7.12,Y,2,23,25,3,23.46066418,1.370340303,0.40625
TU7,Seedling,Middle,CT,140,-13.07391667,-71.55941667,30/07/2015,8,2012,15.8,15.6,15.6,15.66666667,0.11547,31.9,20.2,32.9,28.33333333,7.061397407,10,0,30,300,3.396,2717.355752,2.717355752,0.1132,11:56:00,22,55,0.642510121,16:18:00,19.1,0,0.635283364,7.28,2.82,44.3,42.7,47.6,44.86666667,2.498666311,0.64,0.612,0.582,0.611333333,0.029005747,NA,0.348,NA,7.528,Y,1,55,56,6,37.99333491,1.579707416,0.333333333
TU7,Seedling,Middle,CT,137,-13.07402778,-71.55947222,30/07/2015,8,2012,16.2,15,15.1,15.43333333,0.665833,15.1,12.9,8.4,12.13333333,3.41516227,12,NA,32,320,4.303,4653.530362,4.653530362,0.13446875,11:51:00,21.5,9,0.822927329,16:10:00,17.7,0,0.897435897,4.71,3.52,34.5,34.7,33.5,34.23333333,0.642910051,0.349,0.344,0.376,0.356333333,0.017214335,0.34,0.515,NA,18.861,Y,0,47,47,4,14.86571643,1.172185844,0.375
TU7,Seedling,Top,AV,40,-13.07422222,-71.55963889,26/07/2015,4,2012,15.5,15.6,15.4,15.5,0.1,45.8,27.6,21.6,31.66666667,12.60211622,12,0,6,60,0.556,14.5676908,0.014567691,0.092666667,10:45:00,18,81,0.695871098,11:59:00,18.9,0,0.768376068,6.2,3.29,25.1,25.8,23.9,24.93333333,0.960902354,0.461,0.362,0.301,0.374666667,0.080748581,NA,0.055,NA,2.059,Y,2,26,28,2,11.41223556,1.057370727,0.9
TU7,Seedling,Middle,SP,135,-13.07408333,-71.55952778,30/07/2015,8,2013,15.6,15,15.9,15.5,0.458258,7.6,5,9.1,7.233333333,2.074447718,5,1,33,330,2.871,2136.339184,2.136339184,0.087,11:48:00,22,23,0.658039648,16:02:00,19.5,0,0.812030075,6.34,3.66,32.6,34.8,37.5,34.96666667,2.454248018,0.22,0.227,0.224,0.223666667,0.003511885,0.174,0.217,NA,18.773,Y,0,23,23,6,24.42130574,1.387768881,0.151515152
TU7,Seedling,Middle,SP,139,-13.07394444,-71.55941667,30/07/2015,8,2013,15.5,16.1,16,15.86666667,0.321455,21.7,19.2,12.8,17.9,4.590206967,15,1,41,410,3.955,5036.93926,5.03693926,0.096463415,11:54:00,22.4,10,0.790780142,16:15:00,18.7,0,0.827755906,5.51,3.5,35.9,37.8,35.8,36.5,1.126942767,0.232,0.246,0.267,0.248333333,0.01761628,0.283,0.311,NA,6.24,Y,0,43,43,4,17.3259573,1.23869724,0.365853659
TU7,Seedling,Middle,SP,138,-13.07394444,-71.55941667,30/07/2015,8,2013,16.2,16.5,16.3,16.33333333,0.152753,14.9,17.9,16.3,16.36666667,1.5011107,8,1,24,240,2.878,1561.286851,1.561286851,0.119916667,11:53:00,23.3,55,0.925949367,16:12:00,18.4,0,0.821529745,7.31,3.08,35.3,33.7,35,34.66666667,0.850490055,0.235,0.238,0.246,0.239666667,0.005686241,0.214,0.2,NA,26.807,Y,0,45,45,3,11.16927438,1.04802496,0.333333333
TU7,Seedling,Middle,SP,132,-13.07427778,-71.55963889,30/07/2015,8,2015,17.3,17,16.8,17.03333333,0.251661,9,6.7,6,7.233333333,1.569500982,6,1,30,300,3.488,2866.580146,2.866580146,0.116266667,11:59:00,23.4,62,0.727836879,15:48:00,22.4,0,0.856990395,6.8,3.13,42.4,41.6,41.6,41.86666667,0.461880215,0.255,0.261,0.26,0.258666667,0.00321455,0.232,0.271,NA,62.965,N,NA,NA,NA,NA,NA,NA,0.2
TU7,Seedling,Top,AV,44,-13.0745,-71.55991667,26/07/2015,4,2016,15.1,14.5,15.1,14.9,0.34641,50,50.2,32.8,44.33333333,9.988660237,4,2,12,120,1.897,339.1609079,0.339160908,0.158083333,12:40:00,19,90,0.573179524,15:11:00,18.6,0,0.817327766,18.03,2.12,43.8,43.3,NA,43.55,0.353553391,0.495,0.457,0.542,0.498,0.042579338,0.127,0.167,NA,7.128,N,NA,NA,NA,NA,NA,NA,0.333333333
TU7,Seedling,Top,AV,52,-13.0745,-71.55991667,26/07/2015,4,2016,16.3,16.1,15.8,16.06666667,0.251661,15.4,70.6,39,41.66666667,27.69644983,9,2,8,80,1.383,120.1777942,0.120177794,0.172875,13:56:00,17.2,36,0.75147929,14:49:00,17.9,0,0.775362319,9.78,2.93,28.5,32.4,33.7,31.53333333,2.706165799,0.542,0.558,0.568,0.556,0.013114877,0.175,0.181,0.028,7.84,Y,6,28,34,NA,NA,NA,1.125
TU7,Seedling,Middle,CT,149,-13.07427778,-71.55983333,30/07/2015,8,2021,16.1,16.5,16.3,16.3,0.2,11.1,15.9,11.6,12.86666667,2.638812864,10,0,39,390,3.081,2907.62159,2.90762159,0.079,15:05:00,18.4,1,0.839303992,15:39:00,19.2,0,0.809055118,6.31,3.31,43.5,42.1,44.4,43.33333333,1.159022577,0.438,0.447,0.445,0.443333333,0.004725816,0.188,0.231,NA,19.891,N,NA,NA,NA,NA,NA,NA,0.256410256
TU7,Seedling,Middle,CT,147,-13.07430556,-71.55983333,30/07/2015,8,2022,16.3,16.4,16.2,16.3,0.1,17.1,17.8,20.5,18.46666667,1.795364401,9,0,41,410,4.823,7490.456081,7.490456081,0.117634146,15:04:00,19.1,2,0.799800797,15:37:00,19.2,0,0.821649485,5.93,3.7,38.6,38.8,42,39.8,1.907878403,0.325,0.335,0.333,0.331,0.005291503,0.675,0.622,NA,38.829,N,NA,NA,NA,NA,NA,NA,0.219512195
TU7,Seedling,Middle,CT,148,-13.07427778,-71.55983333,30/07/2015,8,2022,14.8,15.6,15.4,15.26666667,0.416333,16.2,7.7,26.2,16.7,9.260129589,6,0,40,400,5.276,8744.992603,8.744992603,0.1319,15:04:00,18.4,1,0.78600823,15:38:00,19.4,0,0.802644964,6.26,3.25,36,34.3,32.6,34.3,1.7,0.344,0.365,0.354,0.354333333,0.010503968,0.588,0.75,NA,10.704,Y,3,22,25,3,9.777083333,0.990209317,0.15
TU7,Seedling,Middle,CT,150,-13.07430556,-71.55986111,30/07/2015,8,2022,16.5,16.9,16.1,16.5,0.4,8.6,8.5,10.1,9.066666667,0.896288644,9,0,25,250,3.852,2913.415638,2.913415638,0.15408,15:12:00,19.9,2,0.884297521,15:41:00,19.2,0,0.798483207,7.16,3.32,45,41.5,42.3,42.93333333,1.833939294,0.396,0.396,0.392,0.394666667,0.002309401,0.297,0.413,NA,10.565,N,NA,NA,NA,NA,NA,NA,0.36
TU7,Seedling,Top,MS,177,-13.07405556,-71.5595,31/07/2015,9,2022,15.9,16.1,16.2,16.06666667,0.152753,35.3,15,33.4,27.9,11.21204709,21,0,38,380,1.11,367.7218493,0.367721849,0.029210526,11:43:00,16.7,19,0.693103448,12:19:00,18.2,0,0.708520179,6.35,3.19,22,19.3,21.8,21.03333333,1.50443788,0.205,0.204,0.201,0.203333333,0.002081666,0.084,0.069,0.027,13.378,N,NA,NA,NA,NA,NA,NA,0.552631579
TU7,Seedling,Top,MS,176,-13.07413889,-71.55958333,31/07/2015,9,2022,16.1,16.2,16.3,16.2,0.1,17.9,21.7,11.2,16.93333333,5.316327053,9,0,19,190,2.044,623.4552196,0.62345522,0.107578947,11:42:00,17,8,0.733333333,13:12:00,17.4,0,0.738002594,6.73,4.16,38.7,35,34.3,36,2.364318084,0.244,0.26,0.246,0.25,0.008717798,NA,0.087,NA,9.274,Y,10,33,43,4,13.70007982,1.136723098,0.473684211
TU7,Seedling,Middle,CT,152,-13.07438889,-71.55980556,30/07/2015,8,2023,16.4,16.8,16.6,16.6,0.2,16.9,9.1,26.9,17.63333333,8.922630404,14,0,49,490,3.822,5621.695611,5.621695611,0.078,15:17:00,19.4,6,0.839712919,15:44:00,19.4,0,0.643948296,7.31,2.78,38.2,37,37.6,37.6,0.6,0.572,0.573,0.527,0.557333333,0.026274195,0.528,0.548,NA,4.707,N,NA,NA,NA,NA,NA,NA,0.285714286
TU7,Seedling,Middle,SP,133,-13.07425,-71.55958333,30/07/2015,8,2023,15.9,16,15.5,15.8,0.264575,20.3,29.2,20.3,23.26666667,5.138417396,41,0,63,630,5.333,14072.57585,14.07257585,0.084650794,09:55:00,18.6,21,0.775618375,11:39:00,21.6,0,0.73631068,7.6,3.01,42.3,42.4,41.4,42.03333333,0.550757055,0.289,0.29,0.282,0.287,0.004358899,0.672,0.823,NA,3.926,Y,0,38,38,2,12.15111802,1.084616239,0.650793651
TU7,Seedling,Top,MS,175,-13.07419444,-71.55969444,31/07/2015,9,2023,15.6,15.5,15.5,15.53333333,0.057735,7.6,12.8,14.8,11.73333333,3.716629297,20,0,44,440,1.16,465.0059782,0.465005978,0.026363636,11:40:00,17,9,0.716013546,13:06:00,17.1,0,0.792307692,6.05,3.5,22.5,24.3,22.1,22.96666667,1.171893055,0.223,0.215,0.214,0.217333333,0.004932883,0.138,0.138,0.043,4.257,Y,2,50,52,7,31.49589505,1.498253955,0.454545455
TU7,Seedling,Top,AV,47,-13.07444444,-71.56,26/07/2015,4,2023,15.2,15.3,15.2,15.23333333,0.057735,41,17.4,48.5,35.63333333,16.22970528,10,2,15,150,1.004,118.7540873,0.118754087,0.066933333,12:57:00,18,61,0.756575801,15:09:00,18.4,0,0.819081908,13.33,2.91,40.6,41.9,40.5,41,0.781024968,0.434,0.476,0.428,0.446,0.026153394,NA,0.137,NA,3.339,N,NA,NA,NA,NA,NA,NA,0.666666667
TU7,Seedling,Top,AV,50,-13.07444444,-71.56,26/07/2015,4,2023,16.8,16.7,16.7,16.73333333,0.057735,31.1,21,45,32.36666667,12.05003458,11,0,10,100,1.122,98.87251815,0.098872518,0.1122,13:31:00,17.6,40,0.843735552,14:59:00,17.7,0,0.759798995,13.72,2.21,28.8,28.4,29.9,29.03333333,0.776745347,0.353,0.376,0.359,0.362666667,0.011930353,NA,0.11,NA,3.85,Y,15,28,43,1,8.375,0.922984816,1.1
TU7,Seedling,Top,AV,41,-13.07430556,-71.55966667,26/07/2015,4,2023,14.9,15.5,15.5,15.3,0.34641,17.2,8.9,20.8,15.63333333,6.102731629,10,1,10,100,1.342,141.4473818,0.141447382,0.1342,11:05:00,18.4,23,0.58111031,12:09:00,19.7,0,0.720839813,5.19,3.77,28.8,27.9,NA,28.35,0.636396103,0.214,0.25,0.314,0.259333333,0.05064912,NA,0.04,0.008,2.346,Y,1,45,46,4,25.87484784,1.412877805,1
TU7,Seedling,Middle,SP,123,-13.07425,-71.5595,30/07/2015,8,2024,15.6,16.2,16.1,15.96666667,0.321455,36.9,39.9,15.6,30.8,13.24877353,11,0,33,330,3.233,2709.038833,2.709038833,0.097969697,09:43:00,18.6,26,0.743556701,11:20:00,21.6,0,0.729009553,6.7,3.24,24.5,26.3,27.4,26.06666667,1.46401275,0.205,0.225,0.229,0.219666667,0.012858201,0.186,0.217,NA,24.897,Y,1,56,57,4,25.59549279,1.408163495,0.333333333
TU7,Seedling,Middle,CT,151,-13.07433333,-71.55983333,30/07/2015,8,2024,15.8,16,15.8,15.86666667,0.11547,39,13.3,9.9,20.73333333,15.91047873,14,0,26,260,3.148,2023.637304,2.023637304,0.121076923,15:14:00,19.6,1,0.922413793,15:42:00,20,0,0.822896282,6.51,3.02,44.4,44.5,42.7,43.86666667,1.011599394,0.589,0.63,0.597,0.605333333,0.021733231,0.284,0.329,NA,21.64,Y,0,42,42,6,33.46650491,1.524610359,0.538461538
TU7,Seedling,Top,MS,164,-13.07430556,-71.55969444,31/07/2015,9,2025,15.5,15.7,16,15.73333333,0.251661,9.8,19.3,16.2,15.1,4.844584606,12,1,15,150,1.034,125.9569738,0.125956974,0.068933333,10:02:00,18,5,0.742978723,11:07:00,18.2,0,0.756087981,6.43,3.29,23.5,23.69,25.3,24.16333333,0.988955678,0.235,0.212,0.213,0.22,0.013,0.038,NA,NA,4.543,Y,4,35,39,4,18.01278598,1.255580889,0.8
TU7,Seedling,Top,AV,39,-13.07427778,-71.55975,26/07/2015,4,2026,14.6,15.8,15.8,15.4,0.69282,19.7,23.8,13.4,18.96666667,5.2386385,8,0,12,120,1.226,141.6615756,0.141661576,0.102166667,10:35:00,18.2,10,0.726770467,11:43:00,20.5,0,0.6875,6.93,3.29,30.9,28.9,30.1,29.96666667,1.006644591,0.339,0.295,0.237,0.290333333,0.05115988,NA,0.026,0.001,1.493,Y,0,59,59,2,16.36111111,1.213812794,0.666666667
TU7,Seedling,Top,AV,51,-13.07447222,-71.55994444,26/07/2015,4,2026,14.5,15.3,15.4,15.06666667,0.493288,23.3,33.3,29.2,28.6,5.026927491,5,1,9,90,1.042,76.74813463,0.076748135,0.115777778,13:41:00,17.5,50,0.729522184,15:03:00,18.2,0,0.767918089,13.33,2.91,23.5,38.5,31.4,31.13333333,7.503554713,0.464,0.454,0.468,0.462,0.007211103,NA,0.125,NA,3.399,Y,10,27,37,1,15.76470588,1.197685873,0.555555556
TU7,Seedling,Top,AV,48,-13.07738889,-71.55986111,26/07/2015,4,2026,15.3,15.9,15.9,15.7,0.34641,49.6,44,49.8,47.8,3.292415527,13,0,12,120,2.102,416.4247664,0.416424766,0.175166667,13:06:00,18.7,48,0.733616505,14:55:00,17.9,0,0.772543742,11.35,2.47,35.3,32.1,30.3,32.56666667,2.532455988,0.463,0.395,0.476,0.444666667,0.043500958,0.125,0.201,0.043,10.074,Y,0,11,11,0,NA,NA,1.083333333
TU7,Seedling,Middle,SP,134,-13.07422222,-71.55947222,30/07/2015,8,2027,15.3,15.2,15.1,15.2,0.1,23.3,15.8,23.2,20.76666667,4.301550108,5,0,10,100,2.011,317.6245206,0.317624521,0.2011,09:54:00,18.7,8,0.758392226,11:42:00,22.1,0,0.798660216,6.11,3.05,18.9,20.1,19.1,19.36666667,0.642910051,0.169,0.154,0.158,0.160333333,0.007767453,0.046,NA,NA,22.828,Y,0,56,56,3,21.54302673,1.33330672,0.5
TU7,Seedling,Top,MS,163,-13.07425,-71.55963889,31/07/2015,9,2027,16.5,17.4,16.6,16.83333333,0.493288,39.9,15.1,21.2,25.4,12.92246107,23,0,27,270,1.602,544.2252268,0.544225227,0.059333333,10:00:00,17.7,26,0.715865589,11:01:00,18.2,0,0.821428571,5.39,3.22,33.3,33.9,34.1,33.76666667,0.4163332,0.195,0.274,0.165,0.211333333,0.056305713,NA,0.062,NA,2.31,Y,4,32,36,1,4.340425532,0.637532309,0.851851852
TU7,Seedling,Middle,SP,126,-13.07419444,-71.55947222,30/07/2015,8,2028,14.3,14.9,14.9,14.7,0.34641,17.9,21.2,24.2,21.1,3.151190251,3,0,18,180,1.829,472.9223048,0.472922305,0.101611111,09:48:00,19,12,0.795572917,11:25:00,21.4,0,0.707317073,6.92,3.36,20.7,20.3,21.4,20.8,0.556776436,0.164,0.153,0.162,0.159666667,0.005859465,NA,0.06,NA,3.153,N,NA,NA,NA,NA,NA,NA,0.166666667
TU7,Seedling,Middle,SP,128,-13.07419444,-71.55947222,30/07/2015,8,2028,15.9,16.2,16.5,16.2,0.3,14.4,14,7.9,12.1,3.64280112,10,0,21,210,3.026,1510.243668,1.510243668,0.144095238,09:45:00,17.9,25,0.758408532,11:23:00,21.7,0,0.748835404,5.92,3.58,27.3,26.2,25.8,26.43333333,0.776745347,0.353,0.362,0.353,0.356,0.005196152,0.196,NA,NA,5.594,Y,0,47,47,4,18.62162568,1.270017593,0.476190476
TU7,Seedling,Middle,SP,131,-13.07425,-71.55941667,30/07/2015,8,2028,15.1,15.5,15.8,15.46666667,0.351188,19.4,13.8,10.2,14.46666667,4.636090307,5,0,12,120,1.864,327.4635333,0.327463533,0.155333333,09:41:00,17.9,22,0.698624427,11:16:00,21.2,0,0.789429175,5.01,3.58,29.2,28.9,31.3,29.8,1.307669683,0.21,0.207,0.208,0.208333333,0.001527525,0.071,0.063,NA,25.734,Y,1,54,55,4,24.42294736,1.387798073,0.416666667
TU7,Seedling,Middle,SP,127,-13.07419444,-71.55947222,30/07/2015,8,2028,15.1,15.3,15.1,15.16666667,0.11547,20.3,39.4,17.7,25.8,11.84947256,3,1,14,140,2.292,577.6265456,0.577626546,0.163714286,09:46:00,18.7,20,0.790962838,11:27:00,21.5,0,0.761324042,6.92,3.36,31.6,29,30.9,30.5,1.345362405,0.222,0.203,0.193,0.206,0.01473092,0.135,0.121,NA,14.441,Y,5,103,108,4,26.41426219,1.421838484,0.214285714
TU7,Seedling,Top,AV,42,-13.07427778,-71.55961111,26/07/2015,4,2028,14.9,15.5,15.5,15.3,0.34641,17.2,8.9,20.8,15.63333333,6.102731629,9,1,11,110,1.937,324.1468518,0.324146852,0.176090909,11:15:00,18.7,48,0.669322709,12:22:00,20.7,0,0.767621998,5.19,3.77,28.8,27.9,NA,28.35,0.636396103,0.214,0.25,0.314,0.259333333,0.05064912,NA,0.053,NA,2.616,N,NA,NA,NA,NA,NA,NA,0.818181818
TU7,Seedling,Middle,CT,145,-13.07425,-71.55975,30/07/2015,8,2029,15.7,16.1,15.8,15.86666667,0.208167,30.1,28.1,10.9,23.03333333,10.55525146,8,0,40,400,4.116,5322.315371,5.322315371,0.1029,14:57:00,20,2,0.795918367,15:35:00,18.9,0,0.748031496,5.22,3.57,46.8,48.1,46.9,47.26666667,0.723417814,0.735,0.725,0.72,0.726666667,0.007637626,0.268,0.338,NA,6.137,N,NA,NA,NA,NA,NA,NA,0.2
TU7,Seedling,Middle,CT,143,-13.07425,-71.55975,30/07/2015,8,2029,15.1,15.5,15.4,15.33333333,0.208167,17.2,24.8,16.3,19.43333333,4.669403959,9,0,15,150,2.261,602.2575667,0.602257567,0.150733333,14:46:00,20.5,8,0.787007455,15:31:00,18.6,0,0.789728682,7.33,3.36,23.2,26.3,25.7,25.06666667,1.644181661,0.407,0.388,0.386,0.393666667,0.011590226,0.148,0.172,NA,20.721,Y,0,42,42,8,45.35475871,1.656622861,0.6
TU7,Seedling,Middle,CT,144,-13.07425,-71.55975,30/07/2015,8,2029,15.9,16.1,16,16,0.1,18.1,13.2,14.5,15.26666667,2.538372182,10,0,21,210,3.406,1913.367811,1.913367811,0.162190476,14:53:00,20.3,4,0.844396083,15:34:00,18.7,0,0.810679612,5.69,3.42,37,38.8,38,37.93333333,0.901849951,0.423,0.437,0.438,0.432666667,0.008386497,0.356,0.477,NA,8.623,Y,0,28,28,5,44.1204488,1.644639921,0.476190476
TU7,Seedling,Middle,CT,146,-13.07427778,-71.55977778,30/07/2015,8,2029,15.1,16.1,16.1,15.76666667,0.57735,26.7,19.4,10.7,18.93333333,8.010201829,9,0,17,170,3.849,1978.037974,1.978037974,0.226411765,15:00:00,20,3,0.855803048,15:36:00,19.4,0,0.832139202,8.88,2.78,31.6,47.7,47.3,42.2,9.182047702,0.511,0.523,0.508,0.514,0.007937254,0.09,0.079,NA,40.903,Y,6,34,40,3,20.00714286,1.301185073,0.529411765
TU7,Seedling,Middle,SP,130,-13.07422222,-71.55938889,30/07/2015,8,2030,15.9,15.8,16.1,15.93333333,0.152753,22.2,10.7,10.3,14.4,6.757958272,15,1,49,490,4.435,7569.604863,7.569604863,0.090510204,09:51:00,18.5,24,0.773941068,11:35:00,21.8,0,0.74533046,6.74,3.37,36,33.8,35.2,35,1.113552873,NA,0.213,0.233,0.223,0.014142136,0.333,0.327,NA,7.529,N,NA,NA,NA,NA,NA,NA,0.306122449
TU7,Seedling,Middle,SP,130,-13.07422222,-71.55938889,30/07/2015,8,2030,15.9,15.8,16.1,15.93333333,0.152753,22.2,10.7,10.3,14.4,6.757958272,15,1,49,490,4.435,7569.604863,7.569604863,0.090510204,09:51:00,18.5,24,0.773941068,11:35:00,21.8,0,0.74533046,6.74,3.37,36,33.8,25.2,31.66666667,5.70730526,NA,0.213,0.213,0.213,0,0.333,0.327,NA,34.995,Y,1,68,69,3,19.81094775,1.296905252,0.306122449
TU7,Seedling,Top,MS,167,-13.07430556,-71.55977778,31/07/2015,9,2030,15.3,15.3,16.2,15.6,0.519615,9.8,11,13.3,11.36666667,1.77857621,7,0,25,250,1.522,454.8405698,0.45484057,0.06088,10:10:00,18.4,5,0.739925218,11:19:00,18.1,0,0.763782402,6.29,3.21,26.8,26.2,27.9,26.96666667,0.86216781,0.25,0.203,0.209,0.220666667,0.02557994,0.07,0.066,0.02,4.917,Y,0,34,34,4,35.35231474,1.548417855,0.28
TU7,Seedling,Top,AV,49,-13.07441667,-71.55991667,26/07/2015,4,2030,15.8,15.1,15.9,15.6,0.43589,35.9,57.8,40.7,44.8,11.5112988,7,0,5,50,0.548,11.7929105,0.011792911,0.1096,13:23:00,18,36,0.690406977,14:33:00,17.7,0,0.894849785,11.35,2.47,24.6,26.1,25.8,25.5,0.793725393,0.354,0.382,0.364,0.366666667,0.014189198,NA,0.043,0.001,1.595,N,NA,NA,NA,NA,NA,NA,1.4
TU7,Seedling,Top,AV,45,-13.07441667,-71.55991667,26/07/2015,4,2030,15.1,14.5,15.1,14.9,0.34641,50,50.2,32.8,44.33333333,9.988660237,7,0,8,80,1.097,75.61241747,0.075612417,0.137125,15:13:00,19.7,117,0.659777424,15:13:00,18.7,0,0.799050633,18.03,2.12,25.3,25.5,23.9,24.9,0.871779789,0.289,0.206,0.386,0.293666667,0.090090695,NA,0.082,0.019,2.871,N,NA,NA,NA,NA,NA,NA,0.875
TU7,Seedling,Middle,CT,142,-13.07425,-71.55966667,30/07/2015,8,2031,16.3,16.5,16.3,16.36666667,0.11547,24.2,15.1,14.4,17.9,5.467174773,11,0,57,570,3.615,5850.343151,5.850343151,0.063421053,12:04:00,21.1,21,-1.325892857,15:25:00,22,0,0.823420074,7.31,2.78,32.6,33.1,30,31.9,1.664331698,0.464,0.465,0.461,0.463333333,0.002081666,0.153,0.18,NA,8.401,Y,0,24,24,4,15.39424815,1.187358483,0.192982456
